UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure_Probability,Risk_Score,Risk_Level,Predicted_Failure_Type,Max_Failure_Type_Probability,TWF_Probability,HDF_Probability,PWF_Probability,OSF_Probability,Key_Risk_Factor,Recommended_Action,Improvement_Failure_Type,Improvement_Point,Improvement_Goal,Control_Action,Improvement_Priority
1262,H30675,H,297.6,309.0,1885,25.2,24,0,0.00038750662,0.038750663,Low,Normal,0.0003217051,0.0003217051,3.904574e-05,3.0344514e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1263,H30676,H,297.8,309.2,1648,33.0,29,0,0.000121210986,0.012121098,Low,Normal,3.904574e-05,3.5403587e-05,3.904574e-05,3.6264806e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1264,L48443,L,297.8,309.2,1400,56.9,34,0,0.0010200907,0.102009065,Low,Normal,0.00016585983,3.5149296e-05,5.76891e-05,2.787722e-05,0.00016585983,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1265,M16124,M,297.8,309.3,2243,15.7,36,0,0.0019420026,0.19420026,Low,Normal,0.0005274028,0.0005274028,3.5645575e-05,8.219092e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1266,L48445,L,297.9,309.4,1558,35.7,39,0,0.00015492564,0.015492564,Low,Normal,3.2197495e-05,3.1878797e-05,3.2197495e-05,2.9465544e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1267,L48446,L,298.0,309.6,1633,34.8,41,0,0.00019273256,0.019273257,Low,Normal,9.796703e-05,3.1914387e-05,3.2197495e-05,9.796703e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1268,M16127,M,298.1,309.6,1549,38.7,43,0,0.00026264292,0.026264291,Low,Normal,0.00013314156,3.8280734e-05,2.8483802e-05,0.00013314156,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1269,L48448,L,298.0,309.5,1496,45.8,46,0,0.0003616635,0.036166348,Low,Normal,5.9064907e-05,7.478459e-06,2.2974542e-05,5.9064907e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1270,L48449,L,298.1,309.5,1467,41.8,48,0,0.00028379704,0.028379705,Low,Normal,5.570275e-05,1.0585815e-05,2.3865085e-05,5.570275e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1271,M16130,M,298.0,309.4,1276,65.9,50,0,0.012838239,1.2838238,Low,Normal,0.00054595945,7.8791585e-05,0.00054595945,8.472051e-05,0.000107701555,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1272,H30685,H,298.0,309.4,1490,40.5,53,0,0.00030071524,0.030071525,Low,Normal,3.6521873e-05,1.4123156e-05,2.7426668e-05,3.6521873e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1273,H30686,H,298.0,309.4,1562,38.1,58,0,0.00027063006,0.027063007,Low,Normal,3.2189142e-05,3.2189142e-05,3.1390624e-05,3.0272371e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1274,L48453,L,298.1,309.4,1397,48.2,63,0,0.0008704549,0.08704549,Low,Normal,2.2564933e-05,1.1034019e-05,2.2564933e-05,1.0561342e-05,1.9251496e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1275,H30688,H,298.1,309.5,1530,40.2,65,0,0.00016652221,0.01665222,Low,Normal,5.6549623e-05,1.174019e-05,2.7426668e-05,5.6549623e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1276,M16135,M,298.1,309.4,1362,47.6,70,0,0.0011387027,0.11387027,Low,Normal,0.00011317727,3.678778e-05,0.00011317727,2.2201888e-05,1.6435706e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1277,M16136,M,298.2,309.4,1693,34.4,73,0,0.00010938209,0.010938209,Low,Normal,3.6543996e-05,1.5492973e-05,3.0409927e-05,3.6543996e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1278,M16137,M,298.2,309.4,1408,46.5,76,0,0.0015775763,0.15775762,Low,Normal,1.8285484e-05,1.6764949e-05,1.7527496e-05,1.6690865e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1279,L48458,L,298.2,309.4,1398,52.9,79,0,0.00082030444,0.082030445,Low,Normal,4.8049093e-05,1.0291987e-05,4.8049093e-05,6.4389887e-06,3.2032814e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1280,M16139,M,298.3,309.6,1531,40.1,81,0,0.00011391473,0.011391473,Low,Normal,3.6394656e-05,8.640871e-06,3.0130583e-05,3.6394656e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1281,H30694,H,298.3,309.5,1521,37.1,84,0,0.00021910731,0.02191073,Low,Normal,3.3841367e-05,2.2046937e-05,3.3841367e-05,1.6332504e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1282,H30695,H,298.3,309.5,1427,54.3,89,0,0.0008707996,0.08707996,Low,Normal,6.8547146e-05,1.0585663e-05,4.9585986e-05,4.5993336e-05,6.8547146e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1283,L48462,L,298.3,309.4,1546,36.1,94,0,0.00034456744,0.034456745,Low,Normal,3.100023e-05,2.5376317e-05,3.0119436e-05,3.100023e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1284,L48463,L,298.3,309.4,1356,45.4,96,0,0.016050665,1.6050664,Low,Normal,6.5585176e-05,2.378243e-05,6.5585176e-05,2.4383928e-05,1.9251496e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1285,L48464,L,298.4,309.5,2153,15.3,98,1,0.9797921,97.97921,Critical,PWF,0.99763465,0.0006553933,2.9035913e-05,0.99763465,2.1084292e-05,High RPM,즉시 점검 - High RPM,PWF,High RPM,고속 회전 조건 관리,고속 회전 조건 모니터링,Critical
1286,M16145,M,298.5,309.6,1492,41.7,100,0,0.0004336811,0.04336811,Low,Normal,0.00010471409,4.974628e-06,2.5179153e-05,0.00010471409,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1287,L48466,L,298.5,309.6,1582,40.3,103,0,0.0007383205,0.07383205,Low,Normal,5.6727862e-05,1.5483785e-05,1.7570826e-05,5.6727862e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1288,L48467,L,298.5,309.6,1419,41.5,105,0,0.0038533679,0.3853368,Low,Normal,5.2505315e-05,2.8739712e-05,2.7656328e-05,5.2505315e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1289,M16148,M,298.5,309.6,1441,48.2,107,0,0.008249094,0.8249094,Low,Normal,0.00017316066,7.380542e-06,2.3039729e-05,0.00017316066,1.8464749e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1290,M16149,M,298.6,309.7,1635,32.2,110,0,0.00027927934,0.027927933,Low,Normal,0.0001025715,3.446733e-05,3.4080902e-05,0.0001025715,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1291,L48470,L,298.6,309.7,1429,45.8,113,0,0.0064733513,0.6473351,Low,Normal,9.661808e-05,1.5048094e-05,1.8832394e-05,9.661808e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1292,M16151,M,298.6,309.7,1675,28.4,115,0,0.0029205724,0.29205725,Low,Normal,0.00022816684,0.00022816684,3.4080902e-05,9.7350174e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1293,M16152,M,298.7,309.7,1868,23.8,118,0,0.0020081087,0.20081086,Low,Normal,0.00033874394,0.0001408111,3.2625485e-05,0.00033874394,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1294,H30707,H,298.7,309.8,1582,33.4,121,0,0.00067752117,0.067752115,Low,Normal,5.4876135e-05,2.0411226e-05,3.251506e-05,5.4876135e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1295,L48474,L,298.8,309.9,1486,40.3,126,0,0.0020796738,0.20796739,Low,Normal,7.474273e-05,2.9405022e-05,2.7370754e-05,7.474273e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1296,L48475,L,298.7,309.8,1402,54.3,128,0,0.0015943988,0.15943988,Low,Normal,5.9611866e-05,8.850541e-06,4.0265968e-05,5.9611866e-05,4.8285976e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1297,L48476,L,298.7,309.9,1621,34.1,130,0,0.00020130376,0.020130375,Low,Normal,5.1179406e-05,2.1447055e-05,2.8292754e-05,5.1179406e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1298,L48477,L,298.8,309.9,1428,42.4,132,0,0.008263294,0.82632935,Low,Normal,6.4061045e-05,7.850042e-06,2.6515767e-05,6.4061045e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1299,M16158,M,298.7,309.8,1343,53.6,134,0,0.0025304877,0.25304878,Low,Normal,0.00016984715,1.3777433e-05,0.00016984715,5.4184322e-05,2.2493947e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1300,M16159,M,298.7,309.9,1458,40.2,137,0,0.00037431697,0.0374317,Low,Normal,0.00010882103,1.2136411e-05,3.474713e-05,0.00010882103,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1301,L48480,L,298.7,309.8,1322,57.0,140,0,0.0042637764,0.42637762,Low,Normal,0.00032796618,1.2252496e-05,0.00032796618,2.420285e-05,6.614878e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1302,L48481,L,298.7,309.9,1483,32.8,142,0,0.0014601098,0.14601098,Low,Normal,3.7973026e-05,3.1664888e-05,2.8292754e-05,3.7973026e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1303,L48482,L,298.6,309.8,1505,45.7,144,0,0.00042821476,0.042821474,Low,Normal,2.6949658e-05,5.2629944e-06,2.323139e-05,2.6949658e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1304,L48483,L,298.7,309.9,1593,42.5,146,0,0.00019757668,0.019757668,Low,Normal,2.7913375e-05,3.3807833e-06,2.6105983e-05,2.7913375e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1305,L48484,L,298.8,310.0,2098,19.6,148,0,0.0029676515,0.29676515,Low,Normal,0.00017876254,0.00017876254,2.8495051e-05,1.9413035e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1306,L48485,L,298.8,310.0,1672,30.4,150,0,0.00082393,0.082393005,Low,Normal,0.000107164546,0.000107164546,2.8292754e-05,1.5510654e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1307,L48486,L,298.8,310.0,1487,41.4,152,0,0.00040139037,0.040139038,Low,Normal,2.7356009e-05,6.2408294e-06,2.7356009e-05,2.3577384e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1308,L48487,L,298.8,310.0,1423,42.1,154,0,0.0020639994,0.20639995,Low,Normal,2.566927e-05,1.7535138e-05,2.566927e-05,1.7765926e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1309,L48488,L,298.9,310.1,1750,25.0,156,0,0.0016496258,0.16496259,Low,Normal,6.653996e-05,6.653996e-05,2.5337456e-05,1.4255863e-05,2.207719e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1310,L48489,L,298.9,310.2,1654,31.1,158,0,0.0001244822,0.0124482205,Low,Normal,2.7151595e-05,2.7151595e-05,2.4665986e-05,2.031361e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1311,L48490,L,298.9,310.2,1498,50.2,160,0,0.0017551633,0.17551634,Low,Normal,3.8891296e-05,5.2995547e-06,3.462593e-05,2.353735e-05,3.8891296e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1312,L48491,L,298.9,310.1,1587,30.2,162,0,0.0008602471,0.08602471,Low,Normal,0.00011727005,0.00011727005,2.5764128e-05,1.765321e-05,2.207719e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1313,L48492,L,298.9,310.1,1473,42.6,164,0,0.0002740533,0.02740533,Low,Normal,2.3850615e-05,4.3570253e-06,2.2671424e-05,2.3850615e-05,2.207719e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1314,L48493,L,298.9,310.2,1359,56.9,166,0,0.0014490237,0.14490238,Low,Normal,0.00014973285,1.2697949e-05,0.00012688118,1.4842741e-05,0.00014973285,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1315,M16174,M,299.0,310.3,1635,34.5,168,0,0.00011739414,0.011739414,Low,Normal,4.2561536e-05,9.233151e-06,3.1641674e-05,4.2561536e-05,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1316,L48495,L,299.0,310.3,1520,45.0,171,0,0.00018281299,0.0182813,Low,Normal,0.00016385545,7.1596373e-06,2.1993954e-05,0.00016385545,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1317,L48496,L,299.0,310.3,1507,36.7,173,0,0.00016632052,0.016632052,Low,Normal,0.00017985814,2.0857568e-05,2.8511522e-05,0.00017985814,2.264925e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1318,L48497,L,299.0,310.3,1428,46.3,175,0,0.0011384934,0.11384934,Low,Normal,0.00016523976,9.19668e-06,2.397908e-05,0.00016523976,2.2818876e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1319,M16178,M,299.0,310.3,1582,33.3,177,0,0.000110903515,0.011090351,Low,Normal,0.00024270512,1.0544344e-05,3.1641674e-05,0.00024270512,1.9789819e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1320,L48499,L,299.0,310.3,1929,24.4,180,0,0.0024269775,0.24269775,Low,Normal,0.00017979281,0.00017979281,2.5764128e-05,0.00011174437,2.2818876e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1321,M16180,M,299.0,310.3,1540,38.1,182,0,0.00048351847,0.048351847,Low,Normal,0.00024270512,2.3566143e-05,3.2640266e-05,0.00024270512,1.9982059e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1322,L48501,L,298.9,310.2,1362,53.0,185,0,0.000807514,0.080751404,Low,Normal,0.00021391876,1.2976723e-05,0.00015852961,9.520578e-05,0.00021391876,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1323,H30736,H,298.9,310.1,1452,49.9,187,0,0.00072546327,0.072546326,Low,Normal,0.00018455426,1.14783525e-05,3.975314e-05,0.00018455426,4.7525213e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1324,L48503,L,298.9,310.1,1361,51.7,192,0,0.0016615101,0.166151,Low,Normal,0.0002540723,1.0134668e-05,0.00017841687,5.1420047e-05,0.0002540723,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1325,M16184,M,298.8,310.1,1243,74.5,194,1,0.9984114,99.84114,Critical,PWF,0.9995478,0.00036290026,0.0003755576,0.9995478,0.99652344,High Torque,즉시 점검 - High Torque,PWF,High Torque,고토크 운전 조건 관리,Torque 추세 및 고토크 발생 구간 모니터링,Critical
1326,H30739,H,298.8,310.1,1567,36.8,197,0,0.0012912829,0.12912829,Low,Normal,8.262943e-05,3.9033715e-05,3.2762386e-05,8.262943e-05,2.2401573e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1327,L48506,L,298.9,310.2,1411,46.5,202,0,0.003815023,0.3815023,Low,Normal,0.0011826667,0.0011826667,1.8728924e-05,7.594893e-05,2.8893328e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1328,L48507,L,298.8,310.2,1814,26.8,204,0,0.019596182,1.9596182,Low,Normal,0.004172326,0.004172326,2.7632335e-05,8.6584565e-05,3.2783297e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1329,M16188,M,298.8,310.1,1719,28.8,206,0,0.031736195,3.1736195,Low,Normal,0.017391164,0.017391164,3.223974e-05,0.00011990163,4.7008565e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1330,H30743,H,298.8,310.2,1663,30.4,209,0,0.031550363,3.1550362,Low,Normal,0.03182443,0.03182443,4.1773677e-05,7.989486e-05,5.125726e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1331,L48510,L,298.9,310.2,1696,30.2,214,0,0.11508329,11.508329,Low,Normal,0.14461023,0.14461023,3.9107374e-05,8.00106e-05,6.647025e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1332,H30745,H,298.9,310.2,1771,26.8,216,0,0.1831478,18.314781,Low,Normal,0.0790222,0.0790222,4.356321e-05,8.546296e-05,5.79771e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1333,L48512,L,299.0,310.3,1868,24.0,221,0,0.20482956,20.482956,Medium,TWF,0.23225427,0.23225427,3.79062e-05,8.885932e-05,7.185005e-05,High Tool Wear,추세 모니터링 - High Tool Wear,TWF,High Tool Wear,공구 마모 및 교체주기 관리,Tool Wear 추세 및 공구 교체주기 모니터링,High
1334,M16193,M,299.0,310.3,1558,35.4,223,0,0.03061764,3.061764,Low,Normal,0.011490571,0.011490571,4.7904246e-05,0.00012077407,6.044003e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1335,L48514,L,299.0,310.4,1365,49.1,226,1,0.9967062,99.670616,Critical,OSF,0.9994753,0.0044105384,0.00031559635,6.390113e-05,0.9994753,High Tool Wear,즉시 점검 - High Tool Wear,OSF,High Tool Wear,공구 마모 및 교체주기 관리,Tool Wear 추세 및 공구 교체주기 모니터링,Critical
1336,L48515,L,299.0,310.4,1371,53.8,228,1,0.9989447,99.89447,Critical,OSF,0.99993587,0.0018385515,0.0002701315,7.567868e-05,0.99993587,High Torque + High Tool Wear,즉시 점검 - High Torque + High Tool Wear,OSF,Torque + Tool Wear,고부하 상태에서 공구 마모 동시 관리,Torque 및 Tool Wear 동시 모니터링,Critical
1337,L48516,L,298.9,310.3,1583,32.6,230,0,0.06935717,6.935717,Low,Normal,0.001507102,0.001507102,3.9107374e-05,7.273702e-05,8.653752e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1338,H30751,H,298.7,310.2,1613,36.0,0,0,0.00017558427,0.017558428,Low,Normal,0.0003376757,9.622449e-06,3.904574e-05,0.0003376757,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1339,L48518,L,298.6,310.1,1721,27.2,5,0,0.0008185121,0.081851214,Low,Normal,0.00034521156,0.00010816131,3.51373e-05,0.00034521156,2.207719e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1340,M16199,M,298.6,310.2,1668,31.5,7,0,6.968027e-05,0.0069680265,Low,Normal,0.0004581823,2.9499704e-05,3.8900198e-05,0.0004581823,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1341,L48520,L,298.6,310.2,1569,36.3,10,0,0.00012099931,0.012099931,Low,Normal,0.0001344445,2.172015e-05,3.51373e-05,0.0001344445,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1342,M16201,M,298.6,310.2,1328,50.5,12,0,0.0011900244,0.11900245,Low,Normal,0.00086449494,2.9393386e-05,0.00086449494,0.00020792273,2.0897445e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1343,M16202,M,298.6,310.1,1596,33.0,15,0,6.465291e-05,0.0064652907,Low,Normal,0.00024092043,2.0907792e-05,3.8900198e-05,0.00024092043,1.9146584e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1344,L48523,L,298.5,310.2,1676,32.7,18,0,9.253533e-05,0.009253533,Low,Normal,8.6382344e-05,2.7550637e-05,3.51373e-05,8.6382344e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1345,L48524,L,298.5,310.1,1809,28.9,20,0,0.00046316304,0.046316303,Low,Normal,7.4808406e-05,6.972347e-05,3.51373e-05,7.4808406e-05,2.207719e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1346,L48525,L,298.5,310.0,1804,26.1,22,0,0.000919399,0.091939904,Low,Normal,0.00011217771,0.00011217771,3.51373e-05,7.125317e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1347,L48526,L,298.6,310.1,1533,33.9,24,0,0.00014281755,0.014281754,Low,Normal,9.154741e-05,4.062773e-05,3.51373e-05,9.154741e-05,2.207719e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1348,L48527,L,298.7,310.2,1717,27.3,26,0,0.0009880239,0.098802395,Low,Normal,0.000112763504,7.08484e-05,3.51373e-05,0.000112763504,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1349,L48528,L,298.7,310.2,1363,45.5,28,0,0.011449152,1.1449152,Low,Normal,0.00015269726,2.5783054e-05,0.00015269726,0.00010896921,2.0192605e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1350,L48529,L,298.7,310.2,1402,45.9,30,0,0.004460579,0.4460579,Low,Normal,0.00011530682,2.4489025e-05,2.1804348e-05,0.00011530682,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1351,L48530,L,298.7,310.2,1436,47.5,32,0,0.0049588936,0.49588937,Low,Normal,6.7205714e-05,1.5351385e-05,2.6278556e-05,6.7205714e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1352,L48531,L,298.7,310.2,1525,43.7,34,0,0.00022872094,0.022872094,Low,Normal,9.915348e-05,4.2738047e-06,3.196071e-05,9.915348e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1353,M16212,M,298.7,310.2,1598,33.3,36,0,7.591396e-05,0.0075913956,Low,Normal,0.0002206602,1.0506412e-05,3.5645575e-05,0.0002206602,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1354,M16213,M,298.6,310.1,1444,48.1,39,0,0.004149687,0.4149687,Low,Normal,0.00014327967,1.24677035e-05,2.5573609e-05,0.00014327967,1.933429e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1355,L48534,L,298.6,310.0,1334,48.0,42,0,0.0037072953,0.37072954,Low,Normal,0.0001038347,3.7596918e-05,0.0001038347,6.203825e-05,1.9642595e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
